"Date Printed: Monday, August 10, 2026 2:43:04 PM"
Title: "Chlamydia | Gonorrhea | Primary and Secondary Syphilis | 2013 | 2014 | 2015 | 2016 | 2017 | 2018 | 2019 | 2020 (COVID-19 Pandemic) | 2021 | 2022 | 2023 | Alabama | Alaska | Arizona | Arkansas | California | Colorado | Connecticut | Delaware | District of Columbia | Florida | Georgia | Hawaii | Idaho | Illinois | Indiana | Iowa | Kansas | Kentucky | Louisiana | Maine | Maryland | Massachusetts | Michigan | Minnesota | Mississippi | Missouri | Montana | Nebraska | Nevada | New Hampshire | New Jersey | New Mexico | New York | North Carolina | North Dakota | Ohio | Oklahoma | Oregon | Pennsylvania | Rhode Island | South Carolina | South Dakota | Tennessee | Texas | Utah | Vermont | Virginia | Washington | West Virginia | Wisconsin | Wyoming | All races/ethnicities | Both sexes | 15-19 | 20-24 | 25-29""
Footnote(s): 
   NA - Not Applicable.



Indicator,Year,Geography,FIPS,Age Group,Cases,Rate per 100000
"Primary and Secondary Syphilis","2014","Idaho","16","20-24","2","1.8"
"Primary and Secondary Syphilis","2014","Idaho","16","25-29","3","2.8"
"Chlamydia","2014","Illinois","17","15-19","19,531","2269.4"
"Chlamydia","2014","Illinois","17","20-24","26,232","2892.2"
"Chlamydia","2014","Illinois","17","25-29","10,913","1217.8"
"Gonorrhea","2014","Illinois","17","15-19","4,069","472.8"
"Gonorrhea","2014","Illinois","17","20-24","5,692","627.6"
"Gonorrhea","2014","Illinois","17","25-29","2,805","313.0"
"Primary and Secondary Syphilis","2014","Illinois","17","15-19","31","3.6"
"Primary and Secondary Syphilis","2014","Illinois","17","20-24","169","18.6"
"Primary and Secondary Syphilis","2014","Illinois","17","25-29","192","21.4"
"Chlamydia","2014","Indiana","18","15-19","8,205","1800.9"
"Chlamydia","2014","Indiana","18","20-24","11,698","2391.4"
"Chlamydia","2014","Indiana","18","25-29","4,704","1115.3"
"Gonorrhea","2014","Indiana","18","15-19","1,620","355.6"
"Gonorrhea","2014","Indiana","18","20-24","2,651","541.9"
"Gonorrhea","2014","Indiana","18","25-29","1,359","322.2"
"Primary and Secondary Syphilis","2014","Indiana","18","15-19","4","0.9"
"Primary and Secondary Syphilis","2014","Indiana","18","20-24","52","10.6"
"Primary and Secondary Syphilis","2014","Indiana","18","25-29","35","8.3"
"Chlamydia","2014","Iowa","19","15-19","3,160","1477.7"
"Chlamydia","2014","Iowa","19","20-24","5,018","2147.5"
"Chlamydia","2014","Iowa","19","25-29","1,979","1033.4"
"Gonorrhea","2014","Iowa","19","15-19","346","161.8"
"Gonorrhea","2014","Iowa","19","20-24","557","238.4"
"Gonorrhea","2014","Iowa","19","25-29","330","172.3"
"Primary and Secondary Syphilis","2014","Iowa","19","15-19","6","2.8"
"Primary and Secondary Syphilis","2014","Iowa","19","20-24","19","8.1"
"Primary and Secondary Syphilis","2014","Iowa","19","25-29","7","3.7"
"Chlamydia","2014","Kansas","20","15-19","3,154","1579.1"
"Chlamydia","2014","Kansas","20","20-24","4,514","2050.8"
"Chlamydia","2014","Kansas","20","25-29","1,918","1003.6"
"Gonorrhea","2014","Kansas","20","15-19","489","244.8"
"Gonorrhea","2014","Kansas","20","20-24","872","396.2"
"Gonorrhea","2014","Kansas","20","25-29","582","304.5"
"Primary and Secondary Syphilis","2014","Kansas","20","15-19","5","2.5"
"Primary and Secondary Syphilis","2014","Kansas","20","20-24","11","5.0"
"Primary and Secondary Syphilis","2014","Kansas","20","25-29","10","5.2"
"Chlamydia","2014","Kentucky","21","15-19","4,999","1758.7"
"Chlamydia","2014","Kentucky","21","20-24","7,112","2241.3"
"Chlamydia","2014","Kentucky","21","25-29","2,949","1043.8"
"Gonorrhea","2014","Kentucky","21","15-19","815","286.7"
"Gonorrhea","2014","Kentucky","21","20-24","1,542","486.0"
"Gonorrhea","2014","Kentucky","21","25-29","850","300.9"
"Primary and Secondary Syphilis","2014","Kentucky","21","15-19","6","2.1"
"Primary and Secondary Syphilis","2014","Kentucky","21","20-24","34","10.7"
"Primary and Secondary Syphilis","2014","Kentucky","21","25-29","25","8.8"
"Chlamydia","2014","Louisiana","22","15-19","9,369","3130.4"
"Chlamydia","2014","Louisiana","22","20-24","11,128","3185.7"
"Chlamydia","2014","Louisiana","22","25-29","4,638","1362.3"
"Gonorrhea","2014","Louisiana","22","15-19","2,486","830.6"
"Gonorrhea","2014","Louisiana","22","20-24","3,251","930.7"
"Gonorrhea","2014","Louisiana","22","25-29","1,607","472.0"
"Primary and Secondary Syphilis","2014","Louisiana","22","15-19","66","22.1"
"Primary and Secondary Syphilis","2014","Louisiana","22","20-24","159","45.5"
"Primary and Secondary Syphilis","2014","Louisiana","22","25-29","115","33.8"
"Chlamydia","2014","Maine","23","15-19","928","1130.1"
"Chlamydia","2014","Maine","23","20-24","1,476","1846.3"
"Chlamydia","2014","Maine","23","25-29","639","828.4"
"Gonorrhea","2014","Maine","23","15-19","28","34.1"
"Gonorrhea","2014","Maine","23","20-24","74","92.6"
"Gonorrhea","2014","Maine","23","25-29","54","70.0"
"Primary and Secondary Syphilis","2014","Maine","23","15-19","1","1.2"
"Primary and Secondary Syphilis","2014","Maine","23","20-24","3","3.8"
"Primary and Secondary Syphilis","2014","Maine","23","25-29","2","2.6"
"Chlamydia","2014","Maryland","24","15-19","7,940","2054.5"
"Chlamydia","2014","Maryland","24","20-24","10,701","2665.1"
"Chlamydia","2014","Maryland","24","25-29","4,659","1124.2"
"Gonorrhea","2014","Maryland","24","15-19","1,312","339.5"
"Gonorrhea","2014","Maryland","24","20-24","1,925","479.4"
"Gonorrhea","2014","Maryland","24","25-29","1,161","280.1"
"Primary and Secondary Syphilis","2014","Maryland","24","15-19","25","6.5"
"Primary and Secondary Syphilis","2014","Maryland","24","20-24","89","22.2"
"Primary and Secondary Syphilis","2014","Maryland","24","25-29","105","25.3"
"Chlamydia","2014","Massachusetts","25","15-19","4,563","991.4"
"Chlamydia","2014","Massachusetts","25","20-24","8,528","1730.5"
"Chlamydia","2014","Massachusetts","25","25-29","4,222","863.7"
"Gonorrhea","2014","Massachusetts","25","15-19","434","94.3"
"Gonorrhea","2014","Massachusetts","25","20-24","1,183","240.1"
"Gonorrhea","2014","Massachusetts","25","25-29","886","181.2"
"Primary and Secondary Syphilis","2014","Massachusetts","25","15-19","10","2.2"
"Primary and Secondary Syphilis","2014","Massachusetts","25","20-24","49","9.9"
"Primary and Secondary Syphilis","2014","Massachusetts","25","25-29","58","11.9"
"Chlamydia","2014","Michigan","26","15-19","13,501","1988.2"
"Chlamydia","2014","Michigan","26","20-24","18,239","2454.2"
"Chlamydia","2014","Michigan","26","25-29","6,693","1103.5"
"Gonorrhea","2014","Michigan","26","15-19","2,257","332.4"
"Gonorrhea","2014","Michigan","26","20-24","3,587","482.7"
"Gonorrhea","2014","Michigan","26","25-29","1,689","278.5"
"Primary and Secondary Syphilis","2014","Michigan","26","15-19","25","3.7"
"Primary and Secondary Syphilis","2014","Michigan","26","20-24","126","17.0"
"Primary and Secondary Syphilis","2014","Michigan","26","25-29","86","14.2"
"Chlamydia","2014","Minnesota","27","15-19","5,156","1448.2"
"Chlamydia","2014","Minnesota","27","20-24","7,983","2186.1"
"Chlamydia","2014","Minnesota","27","25-29","3,475","952.2"
"Gonorrhea","2014","Minnesota","27","15-19","801","225.0"
"Gonorrhea","2014","Minnesota","27","20-24","1,288","352.7"
"Gonorrhea","2014","Minnesota","27","25-29","812","222.5"
"Primary and Secondary Syphilis","2014","Minnesota","27","15-19","10","2.8"
"Primary and Secondary Syphilis","2014","Minnesota","27","20-24","53","14.5"
"Primary and Secondary Syphilis","2014","Minnesota","27","25-29","50","13.7"
"Chlamydia","2014","Mississippi","28","15-19","6,691","3220.8"
"Chlamydia","2014","Mississippi","28","20-24","7,826","3450.8"
"Chlamydia","2014","Mississippi","28","25-29","2,865","1458.7"
"Gonorrhea","2014","Mississippi","28","15-19","1,571","756.2"
"Gonorrhea","2014","Mississippi","28","20-24","2,231","983.7"
"Gonorrhea","2014","Mississippi","28","25-29","888","452.1"
"Primary and Secondary Syphilis","2014","Mississippi","28","15-19","24","11.6"
"Primary and Secondary Syphilis","2014","Mississippi","28","20-24","72","31.7"
"Primary and Secondary Syphilis","2014","Mississippi","28","25-29","42","21.4"
"Chlamydia","2014","Missouri","29","15-19","8,183","2072.9"
"Chlamydia","2014","Missouri","29","20-24","11,394","2621.1"
"Chlamydia","2014","Missouri","29","25-29","4,537","1131.3"
"Gonorrhea","2014","Missouri","29","15-19","1,620","410.4"
"Gonorrhea","2014","Missouri","29","20-24","2,650","609.6"
"Gonorrhea","2014","Missouri","29","25-29","1,442","359.6"
"Primary and Secondary Syphilis","2014","Missouri","29","15-19","9","2.3"
"Primary and Secondary Syphilis","2014","Missouri","29","20-24","59","13.6"
"Primary and Secondary Syphilis","2014","Missouri","29","25-29","58","14.5"
"Chlamydia","2014","Montana","30","15-19","1,175","1843.9"
"Chlamydia","2014","Montana","30","20-24","1,659","2237.8"
"Chlamydia","2014","Montana","30","25-29","749","1171.3"
"Gonorrhea","2014","Montana","30","15-19","63","98.9"
"Gonorrhea","2014","Montana","30","20-24","130","175.4"
"Gonorrhea","2014","Montana","30","25-29","96","150.1"
"Primary and Secondary Syphilis","2014","Montana","30","15-19","2","3.1"
"Primary and Secondary Syphilis","2014","Montana","30","20-24","0","0.0"
"Primary and Secondary Syphilis","2014","Montana","30","25-29","3","4.7"
"Chlamydia","2014","Nebraska","31","15-19","1,925","1508.9"
"Chlamydia","2014","Nebraska","31","20-24","3,090","2257.5"
"Chlamydia","2014","Nebraska","31","25-29","1,391","1120.0"
"Gonorrhea","2014","Nebraska","31","15-19","252","197.5"
"Gonorrhea","2014","Nebraska","31","20-24","494","360.9"
"Gonorrhea","2014","Nebraska","31","25-29","321","258.5"
"Primary and Secondary Syphilis","2014","Nebraska","31","15-19","0","0.0"
"Primary and Secondary Syphilis","2014","Nebraska","31","20-24","13","9.5"
"Primary and Secondary Syphilis","2014","Nebraska","31","25-29","11","8.9"
"Chlamydia","2014","Nevada","32","15-19","2,876","1647.7"
"Chlamydia","2014","Nevada","32","20-24","4,519","2432.4"
"Chlamydia","2014","Nevada","32","25-29","2,230","1099.8"
"Gonorrhea","2014","Nevada","32","15-19","522","299.1"
"Gonorrhea","2014","Nevada","32","20-24","830","446.8"
"Gonorrhea","2014","Nevada","32","25-29","672","331.4"
"Primary and Secondary Syphilis","2014","Nevada","32","15-19","13","7.4"
"Primary and Secondary Syphilis","2014","Nevada","32","20-24","79","42.5"
"Primary and Secondary Syphilis","2014","Nevada","32","25-29","73","36.0"
"Chlamydia","2014","New Hampshire","33","15-19","790","878.5"
"Chlamydia","2014","New Hampshire","33","20-24","1,587","1730.3"
"Chlamydia","2014","New Hampshire","33","25-29","675","858.5"
"Gonorrhea","2014","New Hampshire","33","15-19","28","31.1"
"Gonorrhea","2014","New Hampshire","33","20-24","63","68.7"
"Gonorrhea","2014","New Hampshire","33","25-29","60","76.3"
"Primary and Secondary Syphilis","2014","New Hampshire","33","15-19","2","2.2"
"Primary and Secondary Syphilis","2014","New Hampshire","33","20-24","7","7.6"
"Primary and Secondary Syphilis","2014","New Hampshire","33","25-29","3","3.8"
"Chlamydia","2014","New Jersey","34","15-19","6,546","1143.9"
"Chlamydia","2014","New Jersey","34","20-24","12,311","2163.2"
"Chlamydia","2014","New Jersey","34","25-29","5,731","1032.1"
"Gonorrhea","2014","New Jersey","34","15-19","1,348","235.6"
"Gonorrhea","2014","New Jersey","34","20-24","2,239","393.4"
"Gonorrhea","2014","New Jersey","34","25-29","1,258","226.6"
"Primary and Secondary Syphilis","2014","New Jersey","34","15-19","1","0.2"
"Primary and Secondary Syphilis","2014","New Jersey","34","20-24","64","11.2"
"Primary and Secondary Syphilis","2014","New Jersey","34","25-29","55","9.9"
"Chlamydia","2014","New Mexico","35","15-19","2,932","2096.4"
"Chlamydia","2014","New Mexico","35","20-24","4,253","2767.0"
"Chlamydia","2014","New Mexico","35","25-29","2,205","1563.3"
"Gonorrhea","2014","New Mexico","35","15-19","303","216.7"
"Gonorrhea","2014","New Mexico","35","20-24","708","460.6"
"Gonorrhea","2014","New Mexico","35","25-29","521","369.4"
"Primary and Secondary Syphilis","2014","New Mexico","35","15-19","10","7.2"
"Primary and Secondary Syphilis","2014","New Mexico","35","20-24","27","17.6"
"Primary and Secondary Syphilis","2014","New Mexico","35","25-29","25","17.7"
"Chlamydia","2014","New York","36","15-19","24,937","1992.9"
"Chlamydia","2014","New York","36","20-24","34,914","2454.4"
"Chlamydia","2014","New York","36","25-29","18,471","1259.4"
"Gonorrhea","2014","New York","36","15-19","3,412","272.7"
"Gonorrhea","2014","New York","36","20-24","5,864","412.2"
"Gonorrhea","2014","New York","36","25-29","4,602","313.8"
"Primary and Secondary Syphilis","2014","New York","36","15-19","67","5.4"
"Primary and Secondary Syphilis","2014","New York","36","20-24","281","19.8"
"Primary and Secondary Syphilis","2014","New York","36","25-29","344","23.5"
"Chlamydia","2014","North Carolina","37","15-19","13,153","2018.0"
"Chlamydia","2014","North Carolina","37","20-24","19,625","2763.0"
"Chlamydia","2014","North Carolina","37","25-29","7,837","1194.5"
"Gonorrhea","2014","North Carolina","37","15-19","2,916","447.4"
"Gonorrhea","2014","North Carolina","37","20-24","5,612","790.1"
"Gonorrhea","2014","North Carolina","37","25-29","2,790","425.2"
"Primary and Secondary Syphilis","2014","North Carolina","37","15-19","43","6.6"
"Primary and Secondary Syphilis","2014","North Carolina","37","20-24","184","25.9"
"Primary and Secondary Syphilis","2014","North Carolina","37","25-29","162","24.7"
"Chlamydia","2014","North Dakota","38","15-19","772","1611.1"
"Chlamydia","2014","North Dakota","38","20-24","1,508","2193.0"
"Chlamydia","2014","North Dakota","38","25-29","673","1181.7"
"Gonorrhea","2014","North Dakota","38","15-19","131","273.4"
"Gonorrhea","2014","North Dakota","38","20-24","267","388.3"
"Gonorrhea","2014","North Dakota","38","25-29","155","272.2"
"Primary and Secondary Syphilis","2014","North Dakota","38","15-19","1","2.1"
"Primary and Secondary Syphilis","2014","North Dakota","38","20-24","3","4.4"
"Primary and Secondary Syphilis","2014","North Dakota","38","25-29","4","7.0"
"Chlamydia","2014","Ohio","39","15-19","17,112","2213.3"
"Chlamydia","2014","Ohio","39","20-24","21,721","2713.1"
"Chlamydia","2014","Ohio","39","25-29","8,603","1150.8"
"Gonorrhea","2014","Ohio","39","15-19","3,923","507.4"
"Gonorrhea","2014","Ohio","39","20-24","5,442","679.7"
"Gonorrhea","2014","Ohio","39","25-29","2,922","390.9"
"Primary and Secondary Syphilis","2014","Ohio","39","15-19","25","3.2"
"Primary and Secondary Syphilis","2014","Ohio","39","20-24","127","15.9"
"Primary and Secondary Syphilis","2014","Ohio","39","25-29","142","19.0"
"Chlamydia","2014","Oklahoma","40","15-19","5,887","2287.5"
"Chlamydia","2014","Oklahoma","40","20-24","8,498","2932.9"
"Chlamydia","2014","Oklahoma","40","25-29","3,556","1331.0"
"Gonorrhea","2014","Oklahoma","40","15-19","1,266","491.9"
"Gonorrhea","2014","Oklahoma","40","20-24","2,166","747.5"
"Gonorrhea","2014","Oklahoma","40","25-29","1,305","488.4"
"Primary and Secondary Syphilis","2014","Oklahoma","40","15-19","5","1.9"
"Primary and Secondary Syphilis","2014","Oklahoma","40","20-24","29","10.0"
"Primary and Secondary Syphilis","2014","Oklahoma","40","25-29","38","14.2"
"Chlamydia","2014","Oregon","41","15-19","3,871","1588.1"
"Chlamydia","2014","Oregon","41","20-24","5,788","2159.6"
"Chlamydia","2014","Oregon","41","25-29","2,762","1032.8"
"Gonorrhea","2014","Oregon","41","15-19","212","87.0"
"Gonorrhea","2014","Oregon","41","20-24","559","208.6"
"Gonorrhea","2014","Oregon","41","25-29","539","201.6"
"Primary and Secondary Syphilis","2014","Oregon","41","15-19","10","4.1"
"Primary and Secondary Syphilis","2014","Oregon","41","20-24","39","14.6"
"Primary and Secondary Syphilis","2014","Oregon","41","25-29","39","14.6"
"Chlamydia","2014","Pennsylvania","42","15-19","15,175","1812.6"
"Chlamydia","2014","Pennsylvania","42","20-24","19,923","2261.9"
"Chlamydia","2014","Pennsylvania","42","25-29","8,383","993.0"
"Gonorrhea","2014","Pennsylvania","42","15-19","2,929","349.9"
"Gonorrhea","2014","Pennsylvania","42","20-24","4,335","492.2"
"Gonorrhea","2014","Pennsylvania","42","25-29","2,360","279.6"
"Primary and Secondary Syphilis","2014","Pennsylvania","42","15-19","43","5.1"
"Primary and Secondary Syphilis","2014","Pennsylvania","42","20-24","128","14.5"
"Primary and Secondary Syphilis","2014","Pennsylvania","42","25-29","132","15.6"
"Chlamydia","2014","Rhode Island","44","15-19","1,144","1537.4"
"Chlamydia","2014","Rhode Island","44","20-24","1,794","2179.7"
"Chlamydia","2014","Rhode Island","44","25-29","755","1041.0"
"Gonorrhea","2014","Rhode Island","44","15-19","65","87.4"
"Gonorrhea","2014","Rhode Island","44","20-24","182","221.1"
"Gonorrhea","2014","Rhode Island","44","25-29","105","144.8"
"Primary and Secondary Syphilis","2014","Rhode Island","44","15-19","2","2.7"
"Primary and Secondary Syphilis","2014","Rhode Island","44","20-24","15","18.2"
"Primary and Secondary Syphilis","2014","Rhode Island","44","25-29","16","22.1"
"Chlamydia","2014","South Carolina","45","15-19","7,922","2550.7"
"Chlamydia","2014","South Carolina","45","20-24","11,507","3263.9"
"Chlamydia","2014","South Carolina","45","25-29","4,822","1510.4"
"Gonorrhea","2014","South Carolina","45","15-19","1,797","578.6"
"Gonorrhea","2014","South Carolina","45","20-24","3,111","882.4"
"Gonorrhea","2014","South Carolina","45","25-29","1,606","503.1"
"Primary and Secondary Syphilis","2014","South Carolina","45","15-19","14","4.5"
"Primary and Secondary Syphilis","2014","South Carolina","45","20-24","71","20.1"
"Primary and Secondary Syphilis","2014","South Carolina","45","25-29","63","19.7"
"Chlamydia","2014","South Dakota","46","15-19","1,136","2007.6"
"Chlamydia","2014","South Dakota","46","20-24","1,605","2641.2"
"Chlamydia","2014","South Dakota","46","25-29","771","1370.7"
"Gonorrhea","2014","South Dakota","46","15-19","159","281.0"
"Gonorrhea","2014","South Dakota","46","20-24","294","483.8"
"Gonorrhea","2014","South Dakota","46","25-29","205","364.5"
"Primary and Secondary Syphilis","2014","South Dakota","46","15-19","12","21.2"
"Primary and Secondary Syphilis","2014","South Dakota","46","20-24","14","23.0"
"Primary and Secondary Syphilis","2014","South Dakota","46","25-29","9","16.0"
"Chlamydia","2014","Tennessee","47","15-19","9,036","2163.8"
"Chlamydia","2014","Tennessee","47","20-24","12,359","2671.1"
"Chlamydia","2014","Tennessee","47","25-29","5,244","1205.3"
"Gonorrhea","2014","Tennessee","47","15-19","1,563","374.3"
"Gonorrhea","2014","Tennessee","47","20-24","2,699","583.3"
"Gonorrhea","2014","Tennessee","47","25-29","1,446","332.3"
"Primary and Secondary Syphilis","2014","Tennessee","47","15-19","23","5.5"
"Primary and Secondary Syphilis","2014","Tennessee","47","20-24","68","14.7"
"Primary and Secondary Syphilis","2014","Tennessee","47","25-29","47","10.8"
"Chlamydia","2014","Texas","48","15-19","35,270","1838.7"
"Chlamydia","2014","Texas","48","20-24","51,221","2561.5"
"Chlamydia","2014","Texas","48","25-29","22,973","1163.1"
"Gonorrhea","2014","Texas","48","15-19","7,861","409.8"
"Gonorrhea","2014","Texas","48","20-24","12,113","605.8"
"Gonorrhea","2014","Texas","48","25-29","6,872","347.9"
"Primary and Secondary Syphilis","2014","Texas","48","15-19","96","5.0"
"Primary and Secondary Syphilis","2014","Texas","48","20-24","430","21.5"
"Primary and Secondary Syphilis","2014","Texas","48","25-29","377","19.1"
"Chlamydia","2014","Utah","49","15-19","2,145","952.7"
"Chlamydia","2014","Utah","49","20-24","3,022","1216.4"
"Chlamydia","2014","Utah","49","25-29","1,449","672.9"
"Gonorrhea","2014","Utah","49","15-19","150","66.6"
"Gonorrhea","2014","Utah","49","20-24","396","159.4"
"Gonorrhea","2014","Utah","49","25-29","320","148.6"
"Primary and Secondary Syphilis","2014","Utah","49","15-19","1","0.4"
"Primary and Secondary Syphilis","2014","Utah","49","20-24","6","2.4"
"Primary and Secondary Syphilis","2014","Utah","49","25-29","6","2.8"
"Chlamydia","2014","Vermont","50","15-19","628","1429.2"
"Chlamydia","2014","Vermont","50","20-24","964","2085.0"
"Chlamydia","2014","Vermont","50","25-29","325","915.0"
"Gonorrhea","2014","Vermont","50","15-19","9","20.5"
"Gonorrhea","2014","Vermont","50","20-24","29","62.7"
"Gonorrhea","2014","Vermont","50","25-29","29","81.6"
"Primary and Secondary Syphilis","2014","Vermont","50","15-19","0","0.0"
"Primary and Secondary Syphilis","2014","Vermont","50","20-24","1","2.2"
"Primary and Secondary Syphilis","2014","Vermont","50","25-29","2","5.6"
"Chlamydia","2014","Virginia","51","15-19","9,148","1708.2"
"Chlamydia","2014","Virginia","51","20-24","15,019","2517.5"
"Chlamydia","2014","Virginia","51","25-29","6,504","1111.2"
"Gonorrhea","2014","Virginia","51","15-19","1,728","322.7"
"Gonorrhea","2014","Virginia","51","20-24","3,119","522.8"
"Gonorrhea","2014","Virginia","51","25-29","1,603","273.9"
"Primary and Secondary Syphilis","2014","Virginia","51","15-19","11","2.1"
"Primary and Secondary Syphilis","2014","Virginia","51","20-24","57","9.6"
"Primary and Secondary Syphilis","2014","Virginia","51","25-29","63","10.8"
"Chlamydia","2014","Washington","53","15-19","6,001","1365.7"
"Chlamydia","2014","Washington","53","20-24","10,038","2027.8"
"Chlamydia","2014","Washington","53","25-29","5,089","996.6"
"Gonorrhea","2014","Washington","53","15-19","694","157.9"
"Gonorrhea","2014","Washington","53","20-24","1,652","333.7"
"Gonorrhea","2014","Washington","53","25-29","1,432","280.4"
"Primary and Secondary Syphilis","2014","Washington","53","15-19","16","3.6"
"Primary and Secondary Syphilis","2014","Washington","53","20-24","68","13.7"
"Primary and Secondary Syphilis","2014","Washington","53","25-29","47","9.2"
"Chlamydia","2014","West Virginia","54","15-19","1,321","1188.6"
"Chlamydia","2014","West Virginia","54","20-24","2,106","1674.7"
"Chlamydia","2014","West Virginia","54","25-29","741","688.4"
"Gonorrhea","2014","West Virginia","54","15-19","157","141.3"
"Gonorrhea","2014","West Virginia","54","20-24","295","234.6"
"Gonorrhea","2014","West Virginia","54","25-29","166","154.2"
"Primary and Secondary Syphilis","2014","West Virginia","54","15-19","2","1.8"
"Primary and Secondary Syphilis","2014","West Virginia","54","20-24","7","5.6"
"Primary and Secondary Syphilis","2014","West Virginia","54","25-29","6","5.6"
"Chlamydia","2014","Wisconsin","55","15-19","6,554","1709.7"
"Chlamydia","2014","Wisconsin","55","20-24","9,330","2290.0"
"Chlamydia","2014","Wisconsin","55","25-29","3,950","1104.9"
"Gonorrhea","2014","Wisconsin","55","15-19","1,061","276.8"
"Gonorrhea","2014","Wisconsin","55","20-24","1,424","349.5"
"Gonorrhea","2014","Wisconsin","55","25-29","749","209.5"
"Primary and Secondary Syphilis","2014","Wisconsin","55","15-19","6","1.6"
"Primary and Secondary Syphilis","2014","Wisconsin","55","20-24","23","5.6"
"Primary and Secondary Syphilis","2014","Wisconsin","55","25-29","25","7.0"
"Chlamydia","2014","Wyoming","56","15-19","560","1532.5"
"Chlamydia","2014","Wyoming","56","20-24","790","1851.0"
"Chlamydia","2014","Wyoming","56","25-29","384","941.8"
"Gonorrhea","2014","Wyoming","56","15-19","25","68.4"
"Gonorrhea","2014","Wyoming","56","20-24","35","82.0"
"Gonorrhea","2014","Wyoming","56","25-29","30","73.6"
"Primary and Secondary Syphilis","2014","Wyoming","56","15-19","0","0.0"
"Primary and Secondary Syphilis","2014","Wyoming","56","20-24","1","2.3"
"Primary and Secondary Syphilis","2014","Wyoming","56","25-29","2","4.9"
"Chlamydia","2013","Alabama","01","15-19","9,677","3014.5"
"Chlamydia","2013","Alabama","01","20-24","12,115","3393.1"
"Chlamydia","2013","Alabama","01","25-29","4,252","1364.2"
"Gonorrhea","2013","Alabama","01","15-19","2,246","699.7"
"Gonorrhea","2013","Alabama","01","20-24","3,220","901.8"
"Gonorrhea","2013","Alabama","01","25-29","1,375","441.1"
"Primary and Secondary Syphilis","2013","Alabama","01","15-19","15","4.7"
"Primary and Secondary Syphilis","2013","Alabama","01","20-24","54","15.1"
"Primary and Secondary Syphilis","2013","Alabama","01","25-29","41","13.2"
"Chlamydia","2013","Alaska","02","15-19","1,336","2739.4"
"Chlamydia","2013","Alaska","02","20-24","2,214","3630.8"
"Chlamydia","2013","Alaska","02","25-29","1,086","1797.4"
"Gonorrhea","2013","Alaska","02","15-19","91","186.6"
"Gonorrhea","2013","Alaska","02","20-24","332","544.5"
"Gonorrhea","2013","Alaska","02","25-29","254","420.4"
"Primary and Secondary Syphilis","2013","Alaska","02","15-19","2","4.1"
"Primary and Secondary Syphilis","2013","Alaska","02","20-24","4","6.6"
"Primary and Secondary Syphilis","2013","Alaska","02","25-29","6","9.9"
"Chlamydia","2013","Arizona","04","15-19","8,033","1777.1"
"Chlamydia","2013","Arizona","04","20-24","11,922","2446.4"
"Chlamydia","2013","Arizona","04","25-29","5,274","1185.2"
"Gonorrhea","2013","Arizona","04","15-19","1,151","254.6"
"Gonorrhea","2013","Arizona","04","20-24","2,119","434.8"
"Gonorrhea","2013","Arizona","04","25-29","1,211","272.1"
"Primary and Secondary Syphilis","2013","Arizona","04","15-19","11","2.4"
"Primary and Secondary Syphilis","2013","Arizona","04","20-24","73","15.0"
"Primary and Secondary Syphilis","2013","Arizona","04","25-29","51","11.5"
"Chlamydia","2013","Arkansas","05","15-19","5,069","2572.4"
"Chlamydia","2013","Arkansas","05","20-24","6,183","2902.5"
"Chlamydia","2013","Arkansas","05","25-29","2,348","1228.3"
"Gonorrhea","2013","Arkansas","05","15-19","1,059","537.4"
"Gonorrhea","2013","Arkansas","05","20-24","1,566","735.1"
"Gonorrhea","2013","Arkansas","05","25-29","683","357.3"
"Primary and Secondary Syphilis","2013","Arkansas","05","15-19","7","3.6"
"Primary and Secondary Syphilis","2013","Arkansas","05","20-24","43","20.2"
"Primary and Secondary Syphilis","2013","Arkansas","05","25-29","39","20.4"
"Chlamydia","2013","California","06","15-19","36,969","1391.7"
"Chlamydia","2013","California","06","20-24","63,396","2171.1"
"Chlamydia","2013","California","06","25-29","31,758","1119.7"
"Gonorrhea","2013","California","06","15-19","5,103","192.1"
"Gonorrhea","2013","California","06","20-24","10,304","352.9"
"Gonorrhea","2013","California","06","25-29","8,067","284.4"
"Primary and Secondary Syphilis","2013","California","06","15-19","141","5.3"
"Primary and Secondary Syphilis","2013","California","06","20-24","602","20.6"
"Primary and Secondary Syphilis","2013","California","06","25-29","631","22.2"
"Chlamydia","2013","Colorado","08","15-19","5,317","1567.9"
"Chlamydia","2013","Colorado","08","20-24","8,057","2178.1"
"Chlamydia","2013","Colorado","08","25-29","3,679","940.0"
"Gonorrhea","2013","Colorado","08","15-19","459","135.4"
"Gonorrhea","2013","Colorado","08","20-24","978","264.4"
"Gonorrhea","2013","Colorado","08","25-29","591","151.0"
"Primary and Secondary Syphilis","2013","Colorado","08","15-19","1","0.3"
"Primary and Secondary Syphilis","2013","Colorado","08","20-24","33","8.9"
"Primary and Secondary Syphilis","2013","Colorado","08","25-29","26","6.6"
"Chlamydia","2013","Connecticut","09","15-19","3,711","1462.0"
"Chlamydia","2013","Connecticut","09","20-24","4,900","2059.0"
"Chlamydia","2013","Connecticut","09","25-29","2,190","996.0"
"Gonorrhea","2013","Connecticut","09","15-19","493","194.2"
"Gonorrhea","2013","Connecticut","09","20-24","891","374.4"
"Gonorrhea","2013","Connecticut","09","25-29","593","269.7"
"Primary and Secondary Syphilis","2013","Connecticut","09","15-19","1","0.4"
